Age,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
22,0,6.0,0,0,0
21,0,6.0,0,0,0
22,1,6.0,0,0,0
22,1,8.0,0,0,1
22,1,8.0,0,1,1
22,3,6.0,0,1,0
21,0,6.0,0,0,0
22,0,8.0,0,0,1
22,1,6.0,0,0,0
22,1,6.0,0,0,0
21,0,8.0,0,0,1
21,1,7.0,0,0,0
22,1,8.0,1,0,1
21,0,7.0,0,0,0
21,0,8.0,0,0,1
21,0,7.0,0,0,0
21,2,8.0,0,1,1
22,1,6.0,1,0,0
21,1,7.0,1,0,0
22,1,8.0,0,0,1
24,1,8.0,0,0,1
24,1,6.0,1,1,1
22,1,6.0,0,0,1
24,1,7.0,0,0,1
24,1,7.0,0,0,1
24,1,7.0,0,0,1
24,1,6.0,0,0,1
24,0,8.0,0,0,1
20,1,7.0,0,1,0
21,1,7.0,0,0,1
23,0,7.0,0,0,0
22,1,8.0,1,0,1
23,1,7.0,0,0,1
23,2,7.0,0,0,0
22,2,7.0,1,1,1
24,1,6.0,0,0,1
22,2,7.0,0,0,0
24,0,6.0,0,0,1
22,0,6.0,0,0,0
23,0,7.0,0,0,0
22,1,7.0,0,0,0
23,1,6.0,0,1,1
23,0,8.0,0,1,1
20,1,8.0,0,0,1
24,0,7.0,1,0,0
24,2,6.0,0,0,1
20,1,6.0,0,0,0
24,0,6.0,1,0,1
22,1,7.0,0,0,0
20,1,6.0,0,0,0
23,1,6.0,0,1,1
23,0,6.0,1,0,0
22,1,6.0,0,0,0
22,1,7.0,1,0,0
23,0,7.0,0,0,0
22,1,8.0,0,0,1
20,0,8.0,0,1,1
20,1,7.0,1,0,1
21,0,7.0,0,0,1
23,1,7.0,0,0,0
21,1,8.0,0,0,1
21,0,6.0,1,0,0
20,0,8.0,0,0,1
23,0,7.0,1,1,0
21,0,8.0,0,1,1
24,1,7.0,0,0,0
21,1,6.0,0,0,0
21,0,8.0,0,0,1
22,0,6.0,0,1,0
20,2,7.0,0,0,0
21,0,7.0,0,0,1
20,0,6.0,0,0,0
23,0,8.0,0,0,1
22,0,7.0,0,0,0
21,0,8.0,0,0,1
21,0,6.0,1,0,1
24,0,8.0,0,0,1
23,1,6.0,0,0,0
22,0,7.0,0,0,1
20,0,6.0,1,1,0
24,0,7.0,1,0,1
21,0,8.0,0,1,1
23,2,7.0,0,1,1
23,1,7.0,1,0,1
23,0,8.0,0,0,1
22,1,7.0,0,0,0
24,1,8.0,1,0,1
21,0,8.0,1,1,1
22,0,6.0,0,1,0
22,0,6.0,0,0,1
23,0,6.0,0,0,0
20,1,7.0,0,0,1
22,1,8.0,0,0,1
20,0,8.0,0,0,1
23,1,7.0,0,0,0
21,1,7.0,0,0,1
24,0,8.0,0,0,1
21,0,8.0,0,0,1
21,2,6.0,1,1,1
20,0,6.0,0,0,0
23,1,6.0,0,0,0
20,2,5.0,0,0,0
21,1,5.0,1,0,0
23,1,6.0,1,0,0
24,0,5.0,0,0,0
22,1,6.0,0,0,0
24,1,5.0,0,0,0
23,0,5.0,1,1,0
23,0,5.0,0,1,0
23,0,5.0,0,0,0
22,2,6.0,0,0,0
24,0,6.0,0,0,1
22,0,6.0,0,0,1
24,1,6.0,0,0,1
20,1,5.0,0,0,0
20,2,5.0,0,0,0
24,0,5.0,0,1,0
24,0,5.0,0,0,0
21,0,5.0,0,0,0
23,1,6.0,0,1,0
21,0,7.0,1,0,1
23,1,7.0,1,0,1
20,1,6.0,1,0,1
24,1,7.0,0,0,0
24,1,7.0,0,0,1
20,0,7.0,1,1,0
23,0,6.0,0,1,0
24,0,8.0,1,0,1
20,0,8.0,1,1,1
23,0,7.0,0,1,0
22,0,8.0,0,0,1
24,0,7.0,0,0,0
23,0,7.0,0,0,0
21,0,7.0,0,0,1
23,1,8.0,0,0,1
21,1,7.0,0,0,0
24,1,7.0,0,0,1
24,0,8.0,0,0,1
22,2,7.0,1,0,0
21,0,7.0,0,0,0
23,2,8.0,0,0,1
22,0,7.0,0,0,1
24,0,8.0,1,0,1
20,1,8.0,0,0,1
22,1,8.0,0,0,1
21,0,8.0,0,0,1
20,1,7.0,0,0,1
21,0,8.0,1,0,1
22,1,8.0,0,1,1
24,1,7.0,0,0,0
21,0,7.0,0,0,1
23,1,8.0,0,0,1
21,0,6.0,0,0,1
20,1,7.0,1,1,0
24,1,8.0,0,0,1
20,2,7.0,1,1,0
23,0,6.0,0,0,0
22,0,6.0,0,0,0
22,3,8.0,0,0,1
23,1,8.0,1,0,1
23,0,7.0,0,1,1
23,0,8.0,0,0,1
20,0,8.0,0,0,1
24,0,6.0,1,1,1
20,0,8.0,0,0,1
22,1,8.0,0,0,1
20,2,6.0,0,0,1
23,0,7.0,0,0,1
21,0,7.0,0,0,0
24,0,6.0,1,0,1
21,0,8.0,1,1,1
22,1,7.0,0,0,1
24,0,6.0,0,0,1
20,0,7.0,0,0,0
24,1,8.0,1,1,1
22,0,8.0,1,0,1
23,2,7.0,0,0,1
21,0,6.0,0,0,0
22,1,8.0,0,0,1
21,0,6.0,0,1,1
23,1,7.0,1,0,0
21,0,7.0,1,0,0
21,0,7.0,0,1,0
20,1,8.0,0,0,1
21,1,8.0,0,0,1
22,0,6.0,0,1,0
24,1,8.0,0,0,1
20,0,7.0,0,0,0
21,1,6.0,1,0,0
21,0,6.0,0,1,0
21,0,8.0,0,1,1
21,1,8.0,1,1,1
21,0,8.0,0,0,1
23,0,8.0,0,0,1
21,0,6.0,1,1,0
24,0,8.0,0,0,1
23,1,6.0,1,0,0
23,0,8.0,0,0,1
23,1,8.0,0,0,1
22,1,8.0,0,1,1
21,0,6.0,1,0,0
24,0,6.0,0,0,1
24,1,6.0,1,1,1
22,1,8.0,1,1,1
20,0,6.0,1,0,0
20,0,8.0,0,0,1
21,0,6.0,0,0,0
22,0,6.0,0,0,0
24,0,6.0,0,0,1
21,0,7.0,0,0,0
24,1,7.0,1,0,1
22,0,6.0,0,0,0
24,2,8.0,0,0,1
22,1,6.0,0,0,0
21,0,7.0,1,1,0
20,0,7.0,1,0,0
22,0,6.0,0,0,0
21,0,6.0,0,0,0
22,0,7.0,0,0,0
23,0,6.0,0,0,0
23,1,5.0,0,0,0
22,1,5.0,1,0,0
20,0,5.0,1,1,0
20,0,5.0,1,0,0
24,2,5.0,1,0,0
24,0,6.0,0,0,1
22,1,6.0,0,0,0
23,0,5.0,0,0,0
22,1,6.0,1,0,0
21,1,5.0,1,0,0
22,1,5.0,0,0,0
24,1,6.0,0,1,1
23,0,5.0,1,1,0
23,1,5.0,0,0,0
22,0,5.0,0,0,0
20,1,5.0,0,0,0
23,1,5.0,0,0,0
23,0,5.0,0,0,0
21,0,6.0,0,0,0
24,0,6.0,0,0,1
23,0,6.0,0,0,1
24,1,6.0,0,0,1
22,1,5.0,0,0,0
22,1,6.0,1,1,0
21,0,5.0,0,0,0
21,0,6.0,0,0,0
20,0,5.0,0,0,0
22,0,6.0,0,0,0
23,1,5.0,1,0,0
22,2,6.0,0,0,1
23,1,6.0,0,1,0
22,2,6.0,1,0,1
21,0,5.0,1,1,0
21,0,6.0,0,0,0
20,1,5.0,1,0,0
24,0,6.0,0,0,1
23,0,5.0,1,0,0
21,0,5.0,0,1,0
21,1,6.0,0,1,0
20,0,6.0,0,0,0
21,2,5.0,0,0,0
23,3,6.0,0,0,1
21,1,5.0,0,0,0
22,1,6.0,0,1,0
20,0,6.0,0,1,0
24,0,6.0,0,0,1
24,1,6.0,0,1,1
22,0,6.0,1,0,0
22,0,6.0,0,0,0
23,1,6.0,0,1,0
22,0,6.0,0,0,0
24,0,6.0,1,0,1
20,0,6.0,1,1,0
24,1,6.0,0,0,1
21,1,5.0,1,0,0
23,0,5.0,0,1,0
23,1,5.0,1,0,0
23,1,6.0,0,0,0
21,1,6.0,0,0,0
22,0,5.0,1,0,0
21,0,6.0,0,0,0
22,1,6.0,1,1,0
22,0,5.0,0,0,0
23,1,6.0,0,0,0
23,0,6.0,0,1,0
21,0,6.0,0,1,0
21,0,6.0,0,1,0
23,1,8.0,1,0,1
20,3,7.0,0,1,0
21,2,7.0,0,0,1
21,0,7.0,1,0,0
23,1,7.0,0,0,0
20,1,6.0,0,0,0
21,1,6.0,0,0,0
20,0,8.0,0,0,1
22,1,6.0,0,0,0
21,1,6.0,0,0,0
24,0,7.0,0,0,0
20,1,8.0,0,0,1
23,1,8.0,0,0,1
22,1,7.0,1,0,0
20,1,6.0,0,0,0
20,0,7.0,0,0,0
24,2,6.0,0,0,1
22,0,8.0,1,0,1
20,1,6.0,0,0,0
21,0,8.0,1,0,1
22,0,8.0,0,0,1
22,1,8.0,1,0,1
22,0,8.0,0,0,1
24,1,7.0,1,0,0
22,1,6.0,0,0,0
23,0,7.0,0,0,0
23,1,6.0,0,1,0
22,1,6.0,0,0,0
23,1,6.0,1,0,0
24,0,6.0,0,0,1
24,0,8.0,0,0,1
22,0,6.0,0,1,0
24,1,6.0,0,0,1
21,0,7.0,1,0,0
24,0,7.0,0,0,1
21,0,8.0,0,0,1
24,0,6.0,1,0,1
24,1,6.0,0,0,1
21,1,6.0,0,0,0
24,1,8.0,0,1,1
20,0,6.0,0,0,0
20,1,6.0,1,0,0
24,0,6.0,0,0,1
21,2,8.0,0,0,1
22,1,8.0,0,0,1
23,0,7.0,0,0,0
21,0,8.0,0,0,1
23,1,6.0,0,0,0
23,0,8.0,0,0,1
22,0,7.0,0,0,0
24,1,7.0,1,1,0
22,0,6.0,0,0,0
24,0,7.0,1,1,0
21,0,8.0,1,1,1
22,1,6.0,1,1,0
22,0,7.0,0,0,0
22,1,6.0,1,0,0
24,1,7.0,1,1,1
24,0,6.0,0,1,1
23,1,7.0,1,0,0
22,1,8.0,0,0,1
20,1,8.0,1,0,1
21,0,7.0,0,0,0
20,1,7.0,1,0,0
22,0,7.0,0,0,0
21,2,6.0,0,0,1
23,1,8.0,0,0,1
20,1,8.0,1,1,1
22,1,6.0,1,0,0
20,0,8.0,1,0,1
21,0,7.0,0,0,0
22,0,8.0,0,0,1
21,0,7.0,1,0,0
23,0,6.0,0,0,0
21,0,7.0,0,0,0
21,1,6.0,1,0,0
20,0,6.0,1,1,0
21,1,6.0,0,0,0
24,0,8.0,1,1,1
21,0,6.0,0,0,0
22,0,7.0,0,0,0
24,1,7.0,0,0,0
22,1,6.0,0,0,0
21,2,8.0,0,0,1
23,2,8.0,0,0,1
24,2,8.0,0,0,1
22,0,8.0,1,0,1
21,1,8.0,0,0,1
21,0,7.0,1,1,0
23,0,6.0,0,0,0
20,0,7.0,0,1,0
23,0,6.0,0,0,0
23,1,7.0,0,0,1
21,1,6.0,0,0,0
21,2,7.0,0,0,1
22,1,7.0,1,1,0
24,1,7.0,1,0,0
21,1,7.0,1,0,0
21,0,7.0,1,0,0
21,1,7.0,1,0,0
20,0,7.0,0,0,0
24,1,7.0,0,0,0
20,0,6.0,0,0,0
20,1,7.0,0,1,1
20,0,7.0,0,0,0
24,1,7.0,0,0,1
22,1,8.0,0,1,1
23,0,7.0,0,0,0
20,2,7.0,0,0,1
22,0,6.0,0,0,0
21,0,8.0,0,0,1
21,0,6.0,0,0,0
22,0,8.0,0,1,1
22,0,6.0,0,0,0
22,0,6.0,1,0,0
22,2,6.0,0,0,1
21,1,7.0,0,0,0
22,0,8.0,0,0,1
23,0,6.0,0,0,0
24,0,6.0,0,0,1
24,1,6.0,0,0,1
21,1,8.0,0,1,1
22,1,6.0,1,0,0
20,2,8.0,0,0,1
23,0,8.0,0,0,1
21,1,6.0,1,0,0
21,0,6.0,0,0,0
21,1,8.0,0,0,1
23,1,8.0,1,0,1
22,0,7.0,0,0,0
23,0,7.0,0,0,0
23,2,6.0,0,0,1
20,0,8.0,1,0,1
20,0,8.0,0,0,1
22,2,8.0,0,1,1
22,1,7.0,0,0,1
21,0,7.0,0,0,1
20,1,8.0,0,0,1
20,2,7.0,1,0,1
21,0,7.0,0,0,0
19,1,8.0,0,1,1
19,1,8.0,0,0,1
21,1,7.0,0,0,1
19,0,7.0,0,0,1
20,0,8.0,1,0,1
19,0,8.0,0,0,1
21,1,8.0,0,1,1
21,1,8.0,1,0,1
22,0,7.0,0,0,0
20,0,8.0,0,0,1
22,1,7.0,0,0,0
21,0,8.0,0,0,1
22,0,7.0,0,0,0
21,1,8.0,0,0,1
20,1,8.0,0,0,1
22,1,8.0,1,0,1
22,0,8.0,1,0,1
21,0,8.0,0,0,1
22,0,8.0,1,0,1
22,1,7.0,1,0,1
19,1,7.0,0,1,1
22,0,8.0,0,1,1
22,3,7.0,0,0,0
21,0,7.0,0,0,0
22,0,7.0,0,0,0
21,1,7.0,0,0,0
20,1,8.0,1,0,1
19,0,8.0,0,0,1
21,1,8.0,0,1,1
21,2,7.0,0,1,0
19,1,8.0,0,0,1
22,1,8.0,1,1,1
21,1,8.0,0,0,1
19,1,8.0,0,1,1
19,1,7.0,0,0,1
21,0,8.0,0,0,1
20,0,7.0,0,1,0
20,1,7.0,0,0,0
22,3,7.0,1,1,0
22,0,7.0,0,0,0
20,1,7.0,1,0,1
20,0,7.0,0,1,1
22,3,8.0,1,0,1
22,2,8.0,0,0,1
19,1,8.0,0,0,1
22,1,8.0,1,1,1
22,0,8.0,0,1,1
20,1,8.0,1,0,1
20,1,8.0,1,1,1
20,1,7.0,1,1,0
22,1,7.0,1,0,0
20,1,8.0,0,0,1
19,1,7.0,0,0,0
21,0,7.0,0,0,0
19,2,7.0,0,0,1
22,0,7.0,0,0,0
19,0,8.0,0,0,1
19,0,7.0,1,0,0
21,0,8.0,0,0,1
19,0,8.0,0,1,1
22,1,8.0,0,0,1
20,1,7.0,0,0,0
22,0,7.0,0,0,0
21,1,8.0,1,0,1
20,1,8.0,1,0,1
19,1,8.0,1,0,1
20,1,8.0,0,0,1
21,0,7.0,0,0,0
22,0,8.0,0,0,1
20,1,8.0,1,0,1
19,1,7.0,0,0,0
21,1,8.0,0,0,1
20,0,8.0,0,0,1
21,1,8.0,0,0,1
20,0,8.0,1,1,1
21,0,7.0,0,0,0
20,2,8.0,0,0,1
21,1,7.0,0,1,0
22,0,8.0,0,0,1
19,0,8.0,0,0,1
19,0,7.0,0,0,0
21,0,7.0,0,0,0
21,1,8.0,1,0,1
19,0,8.0,0,0,1
22,2,7.0,0,0,0
20,1,7.0,0,0,0
22,1,7.0,1,0,0
21,0,8.0,1,0,1
19,0,8.0,0,0,1
20,1,7.0,0,0,0
22,1,8.0,0,0,1
20,0,8.0,0,0,1
19,1,7.0,0,0,0
21,0,7.0,0,0,1
19,0,8.0,0,0,1
21,1,8.0,0,0,1
19,0,8.0,0,0,1
19,1,8.0,0,0,1
22,0,7.0,0,0,0
21,0,8.0,0,0,1
19,2,8.0,0,0,1
19,0,7.0,0,0,1
19,0,6.0,0,0,0
20,0,8.0,1,0,1
21,1,7.0,1,1,1
20,0,8.0,0,1,1
22,0,6.0,0,0,0
19,0,7.0,0,0,0
20,0,8.0,0,1,1
22,0,6.0,0,0,0
22,1,6.0,0,0,0
21,0,6.0,0,1,0
20,0,7.0,0,1,0
20,1,7.0,0,0,0
21,0,8.0,0,0,1
21,1,8.0,0,0,1
19,1,7.0,0,1,0
19,0,8.0,0,0,1
19,1,6.0,0,0,0
22,0,7.0,0,0,0
22,0,6.0,0,0,0
22,1,8.0,0,1,1
22,1,7.0,0,0,0
19,2,8.0,1,0,1
20,0,6.0,0,1,0
22,1,6.0,1,0,0
21,0,6.0,0,1,0
22,3,6.0,0,0,1
20,0,7.0,0,0,0
20,0,6.0,0,0,0
20,1,8.0,0,0,1
21,0,7.0,0,0,0
20,2,7.0,0,0,1
20,1,6.0,0,0,0
19,2,6.0,0,1,0
19,2,6.0,1,0,1
22,1,8.0,0,0,1
22,0,7.0,1,1,0
19,0,6.0,0,0,0
22,2,7.0,1,0,0
20,1,6.0,0,0,0
21,1,7.0,0,0,1
20,0,8.0,1,0,1
22,1,7.0,0,0,0
19,1,8.0,0,0,1
22,0,6.0,0,0,0
19,2,8.0,0,0,1
19,0,6.0,1,1,0
21,0,8.0,0,0,1
21,1,6.0,0,0,0
21,2,8.0,1,1,1
19,1,7.0,1,0,0
21,0,8.0,0,0,1
20,0,8.0,0,0,1
20,0,6.0,0,0,0
20,2,6.0,0,0,1
21,1,8.0,0,0,1
22,0,7.0,0,0,0
21,2,7.0,0,1,0
21,2,6.0,0,0,1
20,0,6.0,1,0,0
21,0,7.0,0,0,0
22,2,6.0,0,0,1
21,0,8.0,1,0,1
21,0,8.0,0,0,1
19,2,7.0,0,1,0
20,0,8.0,1,1,1
19,0,8.0,0,0,1
19,3,7.0,0,0,1
21,0,6.0,1,1,0
21,2,6.0,0,0,1
22,2,8.0,0,0,1
20,1,7.0,0,0,1
19,0,6.0,1,0,0
20,0,6.0,1,1,0
19,0,8.0,1,0,1
19,1,6.0,0,0,0
21,0,8.0,0,1,1
22,1,7.0,0,0,0
22,0,6.0,0,1,0
21,1,6.0,0,0,0
21,2,7.0,1,0,1
20,1,7.0,0,0,1
19,0,6.0,0,0,0
20,0,8.0,1,1,1
20,1,8.0,0,0,1
21,0,6.0,0,0,0
20,1,7.0,0,0,0
22,2,7.0,0,0,0
21,1,8.0,1,1,1
19,1,7.0,0,0,0
20,2,7.0,0,0,1
19,1,8.0,0,0,1
21,1,9.0,0,1,1
19,0,6.0,0,1,0
19,1,9.0,0,0,1
19,0,7.0,0,0,0
20,1,6.0,1,1,1
20,0,6.0,0,0,0
19,0,8.0,0,0,1
19,0,7.0,0,0,0
21,0,5.0,0,1,0
21,0,7.0,0,0,0
19,0,9.0,1,1,1
19,2,8.0,1,1,1
19,0,9.0,0,0,1
20,3,6.0,0,0,1
22,1,6.0,0,0,1
22,1,9.0,0,0,1
21,1,7.0,0,1,1
21,1,5.0,0,0,0
22,0,5.0,1,0,0
19,1,5.0,1,0,0
22,0,5.0,1,0,0
21,0,9.0,0,0,1
19,0,8.0,0,0,1
21,1,5.0,0,0,0
20,0,5.0,0,0,0
21,1,8.0,0,0,1
20,0,8.0,0,1,1
22,2,5.0,0,0,0
20,0,6.0,1,0,0
19,0,9.0,0,1,1
22,1,7.0,0,0,0
22,0,5.0,0,0,0
19,0,9.0,0,1,1
19,0,6.0,0,0,1
22,1,9.0,0,1,1
21,1,7.0,0,1,1
19,0,5.0,0,0,0
21,1,8.0,0,0,1
22,1,6.0,0,0,1
19,1,8.0,0,1,1
22,1,9.0,1,1,1
22,0,6.0,0,0,1
22,0,9.0,1,0,1
19,1,6.0,0,0,1
20,1,9.0,1,0,1
21,0,9.0,0,0,1
19,2,8.0,0,0,1
21,1,9.0,0,0,1
20,0,8.0,1,0,1
19,1,7.0,0,0,1
20,0,8.0,0,0,1
20,0,5.0,0,0,0
19,3,9.0,0,1,1
20,1,7.0,0,0,1
22,0,9.0,1,0,1
20,0,7.0,1,1,1
21,0,7.0,0,0,0
20,1,8.0,0,0,1
21,1,8.0,1,0,1
21,0,6.0,0,0,0
19,0,7.0,1,0,0
22,0,8.0,0,0,1
22,1,9.0,0,0,1
20,1,9.0,1,0,1
21,0,6.0,1,0,1
20,2,7.0,0,1,1
21,0,5.0,0,0,0
21,0,7.0,0,0,0
21,0,6.0,0,0,0
22,1,5.0,1,0,0
19,1,9.0,1,0,1
19,3,7.0,1,0,1
21,0,5.0,1,0,0
20,0,9.0,1,1,1
21,1,6.0,0,0,1
22,1,5.0,0,0,0
21,0,7.0,0,0,0
21,3,9.0,1,0,1
22,0,5.0,0,0,0
21,2,7.0,0,0,0
20,3,9.0,1,0,1
22,0,8.0,1,0,1
19,1,6.0,0,1,1
20,1,9.0,1,0,1
20,2,9.0,1,0,1
21,1,8.0,1,0,1
22,1,7.0,1,1,1
22,1,6.0,1,0,0
20,0,6.0,0,0,0
19,1,8.0,0,0,1
19,1,7.0,0,0,0
21,1,6.0,0,0,0
21,0,7.0,1,1,0
20,1,8.0,0,0,1
21,1,6.0,0,0,0
20,1,6.0,0,0,0
19,2,6.0,0,0,1
21,1,6.0,1,1,0
19,0,7.0,0,0,0
19,0,8.0,0,0,1
21,0,7.0,1,0,0
21,1,7.0,0,0,1
19,0,7.0,1,0,0
21,2,7.0,0,0,1
20,0,6.0,0,0,0
19,1,6.0,0,0,1
20,0,7.0,1,1,1
19,1,7.0,1,0,1
19,0,6.0,0,1,0
19,0,7.0,0,0,1
19,0,7.0,0,0,0
20,0,6.0,0,1,1
21,1,8.0,1,0,1
19,0,6.0,1,0,0
19,2,8.0,0,0,1
20,0,7.0,0,0,0
20,1,6.0,0,0,1
22,3,6.0,1,0,1
21,0,7.0,0,0,0
20,0,8.0,0,1,1
19,2,8.0,0,0,1
22,1,6.0,0,0,0
22,0,7.0,0,0,1
